Date,nps,Comment
3/13/23 17:33,10,rápido y sencillo
3/13/23 17:25,10,Muy amigable
3/13/23 17:23,10,PORQUE ES UN PROCESO CLARO
3/13/23 17:22,9,por practicidad
3/13/23 17:19,10,Rápido
3/13/23 17:14,10,ME GUSTA VIAJAR
3/13/23 17:12,10,.
3/13/23 17:11,10,:)
3/13/23 17:08,10,Fué muy sencillo
3/13/23 17:08,10,MUY SENCILLO
3/13/23 17:06,10,na
3/13/23 17:04,10,Precio
3/13/23 17:04,10,muy amigable la pag.
3/13/23 16:53,10,"FACIL MANEJO DEL TRÁMITE, PROPORCIONAN LA INFORMACIÓN NECESARIA."
3/13/23 16:52,10,Rapidísimo
3/13/23 16:49,10,Todo ha sido muy facil para mi viajando con Viva hasta este momento.
3/13/23 16:48,9,Rapidez
3/13/23 16:43,9,Muy bueno
3/13/23 16:42,10,ES MUY RAPIDO Y EFICIENTE
3/13/23 16:42,10,Excelente precio y servicioç
3/13/23 16:42,9,por la rapidez
3/13/23 16:34,10,es muy facil
3/13/23 16:28,10,ES RÁPIDA Y DE FACIL ENTENDIMIENTO
3/13/23 16:26,10,fácil y rápido
3/13/23 16:26,10,sencillez
3/13/23 16:24,10,por que fue rapido hacerlo
3/13/23 16:18,10,Muy fácil
3/13/23 16:18,10,Por el servicio
3/13/23 16:03,10,Fácil y Rápida
3/13/23 15:56,10,"calidad, claridad y rapidez en el servicio"
3/13/23 15:50,10,muy amigable
3/13/23 15:48,10,POR EXCELENTE SERVICIO
3/13/23 15:47,10,"PRECIOS, ACCESIBLES Y COMODIDAD"
3/13/23 15:45,9,Es práctico y fácil
3/13/23 15:43,9,muy organizados
3/13/23 15:41,10,Servicio rápido
3/13/23 15:33,10,seriedad
3/13/23 15:17,9,TODO ES MUY SENCILLO
3/13/23 15:04,9,SI
3/13/23 14:58,9,Es rápido y útil
3/13/23 14:41,9,muy efectiva
3/13/23 14:41,10,fue agil y rapido
3/13/23 14:34,10,Fue muy rapido y no fallo
3/13/23 14:28,10,ok
3/13/23 14:16,10,BUEN SERVICIO
3/13/23 14:12,10,Buen servicio
3/13/23 14:08,10,"es seguro, sencillo y facil"
3/13/23 13:49,10,ES MUY SENCILLO Y AHORROS TIEMPO EN EL AEROPUERTO
3/13/23 7:25,10,too muy bien
3/13/23 7:08,9,por rapida y eficienbte
3/13/23 6:54,10,muy veloz
3/13/23 6:47,9,es bueno
3/13/23 6:09,10,Rapidez y eficiencia
3/13/23 5:43,10,Buen servicio y buenos precios
3/13/23 5:25,10,MUY RAPIDO
3/13/23 5:00,9,Rapido
3/13/23 4:57,9,rapidez
3/13/23 4:30,9,es muy fácil
3/13/23 4:13,10,POR PRÁCTICO Y RÁPIDO
3/13/23 4:09,10,BYE
3/13/23 4:04,10,Rápido y facil
3/13/23 3:57,10,claridad y rapidez
3/13/23 3:04,10,muy fácil
3/13/23 3:03,10,BUEN SERVICIO
3/13/23 3:00,10,excelente servicio
3/13/23 2:58,10,"Todo muy bien, solo una pregunta ¿Por qué quitaron la opción de multidestino?  por que para las personas que vivimos en el Bajío, era más práctico ver qué vuelo se adapta de acuerdo a los tiempos de cada persona,. es más fácil comprarlos en una sola reservación, ya que por ejemplo, si el vuelo que sale de Querétaro, no se adaptaba a mi salida, tomé mejor el del BJX y me regreso al de Querétaro, y en otra ocasión me he regresado al de Morelia. Porfa Regrésenlo!!!! Es un plus que otra empresa de lowcost ya no ofrece  y eso me gustaba mucho de ustedes. Gracias y bonito día."
3/13/23 2:39,9,facil y rapido
3/13/23 2:38,10,porque si
3/13/23 2:27,10,Es muy fácil de usar
3/13/23 2:09,9,ES UN BUEN SERVICIO
3/13/23 1:58,10,Es muy fácil
3/13/23 1:42,10,SON EFICIENTES
3/13/23 1:35,9,Rapido y sencillo
3/13/23 1:16,10,facil
3/13/23 0:18,10,LA PÁGINA ES MUY CLARA
3/12/23 23:51,10,es facil
3/12/23 23:43,9,PORQUE TIENE MAS OPCIONES
3/12/23 23:41,10,Es muy rápido y eficiente
3/12/23 23:32,10,Si
3/12/23 23:31,9,no me llegan los voletos de vuelo y mañana a primera hora es mi vuelo
3/12/23 23:26,10,FACILIDA
3/12/23 22:40,10,muy fácil
3/12/23 22:18,10,ok
3/12/23 22:13,10,Por que es fácil de realizar
3/12/23 22:05,10,Muy Sencillo el Proceso.
3/12/23 21:39,10,muy practico y rapido
3/12/23 21:38,10,EXCELENTE SERVICIO
3/12/23 21:35,10,me han ayudado mucho en apoyarme al traslado de mis papas que son adultos mayores
3/12/23 21:22,10,por que yo trabajo en viva
3/12/23 21:19,10,Sistema amigable
3/12/23 21:03,10,EXCELENTE SERVICIO
3/12/23 20:56,9,ES FACIL Y COMODO
3/12/23 20:38,10,El servicio es rapido y atento
3/12/23 20:36,10,MUY RAPIDO SIN COMPLICACIONES
3/12/23 20:36,9,"LE FALTA UN POCO MAS DE CLARIDAD AL PROCESO, PARA DAR CERTEZA DE HACER LOS CORRECTO"
3/12/23 20:25,10,todo ok
3/12/23 20:09,9,ES MAS RAPIDO QUE ANTES
3/12/23 20:09,9,POR FACILIDAD
3/12/23 19:50,10,Esta rapido
3/12/23 19:40,10,esta rapido y sencillo
3/12/23 19:30,10,FACIL NAVEGACION EN LA PAGINA
3/12/23 19:29,10,Sencillo
3/12/23 19:25,10,POR RAPIDO Y FACIL
3/12/23 19:20,10,Fácil de utilizar
3/12/23 19:13,10,cool
3/12/23 18:59,10,SEGURIDAD Y RAPIDEZ
3/12/23 18:54,10,BUEN SERVICIO
3/12/23 18:36,10,"Por la atención y servicio, la navegación es clara y entendible"
3/12/23 18:20,10,adecuada respuesta en su sistema de reservas
3/12/23 18:13,10,MUY FACIL
3/12/23 18:07,9,ok
3/12/23 17:27,10,"FUE MUY FACIL HACER CHECK IN, GRACIAS"
3/12/23 17:23,10,BUEN SERVICIO Y  PROMOCIONES
3/12/23 17:00,10,muy facil de realizarlo
3/12/23 16:54,10,Por la eficacia que ofrecen en los productos.
3/12/23 16:54,10,FACIL Y RAPIDO
3/12/23 16:46,10,.
3/12/23 16:44,10,muy rapida y amigable la pagina
3/12/23 16:43,10,muy bueno felicidades
3/12/23 16:35,10,MUY RAPIDO Y ENTENDIBLE
3/12/23 15:45,10,Excelente servicio
3/12/23 15:35,10,Por su facilidad de uso y ambiente friendly
3/12/23 15:28,10,RECOMENDABLE
3/12/23 15:24,10,Muy rapido y facil de realizar
3/12/23 15:14,10,Buen servicio
3/12/23 14:48,10,muy agil y rapido
3/12/23 14:40,10,página web fácil y rápida
3/12/23 14:33,10,Muy facil de realizarlo
3/12/23 9:17,10,RAPIDO Y EFICIENTE
3/12/23 6:19,9,REDUCIR LOS PASOS
3/12/23 6:12,9,Es rápido y amigable
3/12/23 6:08,10,muy rapido
3/12/23 5:27,9,-
3/12/23 5:27,10,Si claro.... pero cuando esta uno por bordar si falta mas organización...
3/12/23 4:47,9,Muy sencillo usar la interfaz
3/12/23 4:12,10,Facil y rapido
3/12/23 4:01,10,fácil y rápido
3/12/23 3:53,10,Es rápido
3/12/23 3:28,10,RAPIDEZ Y SENCILLEZ
3/12/23 2:43,10,Esta muy claro
3/12/23 2:34,10,exelencia
3/12/23 2:29,9,SERVICIO RAPIDO
3/12/23 2:14,10,MUY RAPIDO Y ACCESIBLE
3/12/23 1:52,9,VER O SER MAS FACIL VER LOS PROXIMOS VIAJES CONTRATADOS
3/12/23 1:52,9,Es muy fácil y ágil
3/12/23 1:47,9,buen servicio
3/12/23 1:31,10,Es muy facil hacer el check in en este portal
3/12/23 0:59,10,ok
3/12/23 0:56,9,A fuerzas quieren que paguemos asientos
3/12/23 0:52,10,MUY BUEN SERVICIOI
3/12/23 0:45,10,BUEN SERVICIO
3/12/23 0:27,9,TIENE VUELOS HACIA MI ESTADO DE FORMA DIRECTA
3/12/23 0:19,9,"ES MUY AMIGABLE Y ME AHORRA FILES, GENERALMENTE ES CONFIABLE"
3/12/23 0:18,10,muy bien
3/12/23 0:14,10,FACIL
3/12/23 0:13,10,EFICIENCIA Y ECONOMIA
3/11/23 23:59,10,buen aerolinea
3/11/23 23:58,10,POR QUE NOS GUSTA VIAJAR CON USTEDES
3/11/23 23:49,10,BUEN SERVICIO
3/11/23 23:48,9,ES MUY AMIGABLE
3/11/23 23:36,10,todo bien
3/11/23 23:25,10,buen servicio
3/11/23 23:02,10,Todo Excelente
3/11/23 22:46,10,facil manejo pagina
3/11/23 22:36,10,todo bien
3/11/23 22:28,9,todo fue sencillo
3/11/23 22:24,9,EFICIENTE
3/11/23 22:22,10,EFICIENTE SERVICIO
3/11/23 22:08,10,Practica
3/11/23 22:03,10,Facilidad y rapidez para escoger vuelos
3/11/23 21:54,9,SERVICIO
3/11/23 21:41,10,Se ahorra mucho tiempo
3/11/23 21:31,9,Fue rápido
3/11/23 21:25,10,por que es una buena aerolínea
3/11/23 21:20,9,facilidad
3/11/23 21:05,9,FACIL
3/11/23 20:58,10,Gracias
3/11/23 20:40,10,ES FACIL Y PRACTICA
3/11/23 20:18,9,buen servicio
3/11/23 20:11,9,GRACIAS
3/11/23 20:04,9,fÁCIL
3/11/23 20:04,9,POR SER MAS PRACTICO
3/11/23 20:03,10,POR RAPIDO
3/11/23 20:02,10,...........
3/11/23 20:00,10,es rapida
3/11/23 19:56,10,es practico.
3/11/23 19:40,9,agil
3/11/23 19:25,10,excelente servicio
3/11/23 19:18,10,Eficiencia
3/11/23 19:14,10,.
3/11/23 18:51,9,muchas opciones de vuelos
3/11/23 18:50,10,fácil de usar
3/11/23 18:33,9,MUY FACIL DE UTILIZAR
3/11/23 18:26,10,eficiencia
3/11/23 18:15,9,FACILIDAD Y RAPIDEZ
3/11/23 18:05,10,"Muy amigable el proceso, felcidades"
3/11/23 18:02,10,Great service
3/11/23 17:57,10,Todo es bastante claro y rápido.
3/11/23 17:52,10,por precio
3/11/23 17:48,10,facilidad
3/11/23 17:45,9,Muy sencillo
3/11/23 17:26,10,excelente servicio
3/11/23 17:25,9,POR LA AGILIDAD
3/11/23 17:21,9,1234SKJFBAKJF
3/11/23 17:18,9,muy util
3/11/23 17:17,10,Excelente servicio
3/11/23 17:15,10,es muy facil
3/11/23 16:52,10,facil
3/11/23 16:51,10,rapido y facil
3/11/23 16:38,10,esta bien para poder apoyar a nuestros padres que no pueden hacer este movimiento
3/11/23 16:33,10,MUY SENCILLLO
3/11/23 16:30,10,APARENTEMENTE ES RAPIDO
3/11/23 16:24,10,Fácil y sencillo
3/11/23 16:16,10,es facil
3/11/23 16:12,9,ok
3/11/23 15:59,10,es mas rapido
3/11/23 15:52,10,Es muy fácil y está clara la información
3/11/23 15:33,9,ES FACIL
3/11/23 15:07,10,por la rapidez con que se puede hacer el check in
3/11/23 14:55,9,ES FACIL
3/11/23 14:48,10,APLICACI[ON AMIGABLE
3/11/23 14:30,10,BUEN SERVICIO Y MUY PRÁCTICO EL CHECK IN EN LA PAGINA DE INTERNET
3/11/23 14:12,9,ES FÁCIL
3/11/23 8:13,10,muy facil
3/11/23 7:17,9,Sin estafas.
3/11/23 6:37,10,muy sencillo de reservar
3/11/23 6:25,10,El proceso es sencillo
3/11/23 6:16,9,CAsi automatico
3/11/23 5:47,10,OK
3/11/23 4:57,10,si
3/11/23 4:47,10,Por su rapidez y agilidad
3/11/23 3:42,10,AGILIZA EL PROCESO
3/11/23 3:41,9,z
3/11/23 3:40,10,precio y calidad
3/11/23 3:32,10,BIEN
3/11/23 3:23,9,Fácil acceso
3/11/23 3:03,10,muy amigable al usuario
3/11/23 3:02,10,Por la atención oportuna
3/11/23 2:52,10,rapidez
3/11/23 2:52,10,super
3/11/23 2:43,10,Es muy facil
3/11/23 2:21,10,MUY RAPIDO
3/11/23 2:20,9,excelentes precios
3/11/23 2:06,10,buen precio y facil tramite
3/11/23 1:58,10,si
3/11/23 1:57,10,Amigable
3/11/23 1:55,10,muy rapido y accesible
3/11/23 1:54,10,EXCELENTE Y FACIL EL CHECK IN
3/11/23 1:53,10,Fácil y rápido
3/11/23 1:48,10,rápido
3/11/23 1:42,10,..................
3/11/23 1:34,10,rapidez y agilidad
3/11/23 1:33,10,por amigable para navegar
3/11/23 1:20,10,servicio muy rápido
3/11/23 0:59,10,MUY BIEN
3/11/23 0:56,9,todo bien
3/11/23 0:52,10,buena
3/11/23 0:51,9,Bueno precios y servicio
3/11/23 0:39,10,Sencillo el sitio web
3/11/23 0:35,10,Pracico
3/11/23 0:33,10,muy sencilla y amigable
3/11/23 0:28,9,TIENEN BUEN SERVICIO
3/11/23 0:27,10,FACIL Y AMIGABLE
3/11/23 0:16,10,Eficiente y economico
3/11/23 0:14,10,SI
3/11/23 0:11,10,Por servicio
3/11/23 0:09,10,FUE MUY FACIL
3/10/23 23:54,10,es practico y facil
3/10/23 23:51,10,Son muy buenos en lo que hacen
3/10/23 23:46,10,por economia
3/10/23 23:28,10,SIEMPRE HE TENIDO BUEN SERVICIO
3/10/23 23:12,10,Es la primera vez que viajo y la verdad su plataforma excelente y sus precios tambien
3/10/23 23:12,10,BIEN
3/10/23 23:01,9,Les quito un punto porque para hacer checkin aun es necesario tener la clave de reservación.
3/10/23 22:59,10,Por la excelencia de su página.
3/10/23 22:45,10,buena asistencia
3/10/23 22:43,10,POR QUE SI
3/10/23 22:43,10,facil el tramite
3/10/23 22:34,10,me encanta viva
3/10/23 22:31,10,muy rapido
3/10/23 22:00,10,La pagina es muy amigable.
3/10/23 21:52,10,la facilidad
3/10/23 21:46,9,RAPIDEZ
3/10/23 21:42,10,ES MUY ACCESIBLE
3/10/23 21:32,10,Eficiencia y claridad.
3/10/23 21:29,10,POR LA MANERA FACIL DE REALIZAR LA OPERACION EN LINEA
3/10/23 21:19,10,FACIL DE USAR
3/10/23 21:14,10,Precio
3/10/23 21:11,10,Por la atención que me otorgan
3/10/23 21:10,10,POR EFICIENTE
3/10/23 21:04,9,es buena
3/10/23 20:55,10,OK
3/10/23 20:42,10,por facil
3/10/23 20:40,10,PRECIO ACCESIBLE
3/10/23 20:38,10,Es sencillo
3/10/23 20:34,9,pOR FAVOR
3/10/23 20:16,10,"ES FACIL HACERLO EN LINEA, GRACIAS"
3/10/23 20:14,10,Rápida y sencilla
3/10/23 19:54,9,Muy buenos
3/10/23 19:52,10,accesible
3/10/23 19:46,10,Agil y practico
3/10/23 19:44,10,:-)
3/10/23 19:34,10,ES FACIL DE USAR
3/10/23 19:27,9,muy práctico
3/10/23 19:25,9,Los precios y es muy amigable la navegación
3/10/23 19:19,10,claro
3/10/23 19:18,10,Rápido y efectivo
3/10/23 19:15,10,accesibilidad
3/10/23 19:11,10,ES MAS RAPIDO
3/10/23 19:01,10,.
3/10/23 18:54,10,muy bien
3/10/23 18:47,9,ES ÁGIL
3/10/23 18:31,10,flexible
3/10/23 18:30,10,ACCESIBLE
3/10/23 18:26,10,FACIL Y RAPIDO
3/10/23 18:23,10,es una buena opcion
3/10/23 18:22,10,facil
3/10/23 18:19,10,muy practica
3/10/23 18:17,10,"es clara las instrucciones, las letras grandes"
3/10/23 18:01,10,es muy sencillo
3/10/23 17:57,10,buen servicio
3/10/23 17:57,10,AMIGABLE
3/10/23 17:51,9,Es muy rapida la pagina y clara
3/10/23 17:30,10,por la rapidez
3/10/23 17:29,9,muy simple hacerlo
3/10/23 17:27,10,EXCELENTE SERVICIO
3/10/23 17:17,9,POR SER RAPIDOS
3/10/23 17:17,10,Tarifas accesibles
3/10/23 17:14,10,Excelente Servicio
3/10/23 16:58,10,por s
3/10/23 16:40,9,es facil
3/10/23 16:36,10,Practico.
3/10/23 16:34,9,Todo bien
3/10/23 16:33,10,RAPIDO
3/10/23 16:25,10,EXCELENTE PAGINA
3/10/23 16:24,10,x
3/10/23 16:14,9,np
3/10/23 16:11,10,FACIL
3/10/23 16:11,10,EFICIENCIA Y ATENCION AL CLIENTE
3/10/23 15:57,9,.
3/10/23 15:57,9,"Tienen un proceso bastante sencillo para el check in, en mi opinion no hay nada en lo que deban mejorar, buen dia!"
3/10/23 15:55,10,Por lo amigable
3/10/23 15:53,10,PRECIOS JUSTOS
3/10/23 15:46,10,super fácil
3/10/23 15:38,9,claridad y diseño
3/10/23 15:21,10,excelente servicio
3/10/23 15:08,10,RAPIDO Y SENCILLO
3/10/23 15:05,10,muy amigable
3/10/23 15:02,10,me gusto el apoyo
3/10/23 14:59,10,comodidad y rapidez
3/10/23 14:40,10,Facilidad
3/10/23 14:34,10,es  facil y practico
3/10/23 14:28,10,Me gusta el servicio
3/10/23 14:25,10,MUY CLARA LA INFORMACION
3/10/23 14:01,9,PRACTICO
3/10/23 13:30,10,Es muy amigable la página para encontrar y navegar en ella.
3/10/23 13:29,10,"Easy checkin, changin from volaris, I hope the experience flying is the same"
3/10/23 12:56,9,"no deben de obligar a que en recomendacion, ya que quiero imprimir mi pase de abordar y me sale otra ves la misma encuesta y ya la habìa mandado"
3/10/23 12:17,10,practico y rapido
3/10/23 10:17,9,Es muy sencillo
3/10/23 7:48,9,facil
3/10/23 6:24,9,gracaias
3/10/23 6:03,9,Muy bueno
3/10/23 5:54,10,todo entendible
3/10/23 5:47,9,BUEN SERVICIO
3/10/23 5:14,9,MUY BUENO
3/10/23 4:54,9,me sirvio.
3/10/23 4:48,9,PROCESO DE COMPRA FACIL
3/10/23 4:43,10,porque son unos genios
3/10/23 4:41,9,FACIL
3/10/23 4:39,10,Vuelo muy cómodo
3/10/23 4:22,10,rápido y fácil
3/10/23 4:00,10,muy bien
3/10/23 3:53,10,es más rápido
3/10/23 3:25,10,exelente
3/10/23 3:10,10,:)
3/10/23 3:02,10,muy sencillo
3/10/23 2:52,10,me encanta viajar en esta aerolinea
3/10/23 2:48,10,todo en orden
3/10/23 2:46,10,Si
3/10/23 2:40,10,ACCESIBLES LOS VUELOS Y EL COSTO
3/10/23 2:35,10,Proceso fácil y rápido
3/10/23 2:30,10,precio
3/10/23 2:19,10,buen servicio
3/10/23 2:18,10,todo bien
3/10/23 2:17,9,AMIGABLE
3/10/23 2:14,10,prontitud en la compra
3/10/23 2:14,9,rapido
3/10/23 2:10,10,facil y sencillo
3/10/23 2:07,9,X
3/10/23 2:06,10,muy facil
3/10/23 2:05,10,son chidos
3/10/23 1:58,10,Gracias
3/10/23 1:38,10,al 100
3/10/23 1:38,9,es bueno
3/10/23 1:30,10,Es sencillo
3/10/23 1:22,10,OK
3/10/23 1:09,10,.
3/10/23 0:57,10,EFICIENTE Y ECONOMICO
3/10/23 0:48,10,Servicio ágil
3/10/23 0:46,10,Por confiables
3/10/23 0:45,10,Fue bastante sencillo
3/10/23 0:44,10,claro y sencillo
3/10/23 0:34,10,buena aerolinea
3/10/23 0:34,10,Muy sencillo
3/10/23 0:31,10,facil denavegar
3/10/23 0:15,10,rapidez
3/10/23 0:04,10,eficiencia
3/10/23 0:00,10,Laptop
3/9/23 23:59,10,amigable
3/9/23 23:59,10,es simple y práctico
3/9/23 23:30,10,Por su seguridad confiable
3/9/23 23:23,10,Por la excelencia de su página.
3/9/23 23:21,9,POR BUEN SERVICIO
3/9/23 23:12,10,son rapidos
3/9/23 23:09,10,excelente servicio
3/9/23 23:08,10,ES MUY RAPIDO
3/9/23 23:04,9,QUE VIVAN LA EXPERIENICIA DEL VUELO
3/9/23 23:03,9,gracias
3/9/23 22:56,10,HA SIDO FACIL
3/9/23 22:45,10,POR EL BUEN SERVICIO
3/9/23 22:39,10,por lo rapido y eficazz
3/9/23 22:27,10,muy bn
3/9/23 22:24,10,Fue sencillo.
3/9/23 22:04,10,FACILIDAD Y PRECIO
3/9/23 21:53,9,.
3/9/23 21:42,10,FACIL Y RAPIDO
3/9/23 21:41,10,buen servicio
3/9/23 21:40,10,porque es eficiente
3/9/23 21:39,9,Es facil
3/9/23 21:25,10,"EXCELENTE SERVICIO, ME SIENTO COMPLACIDO"
3/9/23 21:21,10,TODO PERFECTO
3/9/23 21:11,10,bien
3/9/23 21:10,10,excelente
3/9/23 21:03,10,muy intuitivo y sencillo
3/9/23 21:03,10,good
3/9/23 21:02,10,Es sencillo de realizarse
3/9/23 21:01,10,Interfase sencilla con información clara
3/9/23 20:55,10,PORQUE SON BUENOS
3/9/23 20:54,10,Fue muy fácil
3/9/23 20:51,10,Muy amigable la pagina
3/9/23 20:50,10,ES SENCILLO Y TE LLEVA DE LA MANO.
3/9/23 20:40,10,es facil
3/9/23 20:17,10,"Eficientes, seguro y prático."
3/9/23 20:10,10,FACIL
3/9/23 20:08,9,Es fácil
3/9/23 19:55,10,Excelente
3/9/23 19:50,10,eficiente
3/9/23 19:43,9,La página es accesible y fácil de navegar
3/9/23 19:40,10,excelente servicio
3/9/23 19:31,10,FACIL ACCESO
3/9/23 19:20,10,ES MUY EFICIENTE
3/9/23 18:57,10,Pues Yo regularmente no viajo mucho y sin embargo fue clara la explicación y datos para hacerlo.
3/9/23 18:51,9,es de facil acceso
3/9/23 18:46,10,facil de usar
3/9/23 18:24,10,Facil de hacer cambios
3/9/23 18:20,9,RAPIDA
3/9/23 18:16,10,MUY EFICIENTE
3/9/23 18:10,10,porque esta padre
3/9/23 18:07,9,fácil y rápido
3/9/23 18:05,10,graciaa
3/9/23 18:04,10,rapido y facil
3/9/23 17:49,10,Rapidez
3/9/23 17:39,10,Rápido el proceso
3/9/23 17:39,10,Rápido y eficiente
3/9/23 17:36,10,ES MUY CLARO
3/9/23 17:34,10,Servicio rápido
3/9/23 17:29,10,Fácil.
3/9/23 17:25,10,Rapida de entender y fácil
3/9/23 17:21,9,Operación sencilla
3/9/23 17:09,10,muy buenos
3/9/23 17:07,10,POR LOS ´PRECIOS
3/9/23 16:59,10,buen servicio
3/9/23 16:58,10,X
3/9/23 16:54,10,"Fácil, sencillo y rápido."
3/9/23 16:50,10,Es muy amigable
3/9/23 16:50,9,economico
3/9/23 16:49,9,Es rápido y sencillo
3/9/23 16:45,9,Gracias
3/9/23 16:43,10,es fácil
3/9/23 16:42,10,"Página web muuuy simple de usar y todo muy especifico, se vuelve muy ágil la compra de boletos, gracias"
3/9/23 16:42,10,rapido y claro
3/9/23 16:29,10,FÁCIL MANEJO
3/9/23 16:28,9,por estar a tiempo
3/9/23 16:25,9,SENCILLO Y RAPIDO
3/9/23 16:22,10,lo simple que es
3/9/23 16:09,10,Excelente
3/9/23 16:09,9,PAGINA AMIGABLE
3/9/23 16:01,10,Es fácil y sencillo
3/9/23 15:57,9,"ES FACIL, RESERVAR PERO LOS PRECIOS QUE SE VEN EN LA PAGINA AL FINAL SON DIFERENTES"
3/9/23 15:56,10,practicidad y facil manejo
3/9/23 15:50,10,POR EFICIENCIA
3/9/23 15:40,10,.
3/9/23 15:31,10,MUY FACIL Y SENCILLO
3/9/23 15:28,9,NINGUNO
3/9/23 15:17,10,MUY FACIL DE ENTENDER
3/9/23 15:08,10,bueno
3/9/23 15:06,10,BASTANTE FACL
3/9/23 15:04,9,Facil
3/9/23 14:54,10,Facilidad
3/9/23 14:53,10,facilidad
3/9/23 14:51,10,agiliza el tiempo en aeropuerto
3/9/23 14:48,10,Todo bien
3/9/23 14:16,9,Rápido y fácil acceso
3/9/23 14:09,10,TODO MUY BIEN
3/9/23 14:08,10,Facil de utilizar
3/9/23 14:05,10,Muy amigable su pagina
3/9/23 13:56,10,RAPIDO Y FACIL
3/9/23 13:54,9,es practico y sencillo
3/9/23 13:51,10,Fue sencillo el proceso
3/9/23 13:48,10,rapido
3/9/23 13:42,10,Needs an English option
3/9/23 12:49,10,.
3/9/23 11:28,10,Por lo rapido del abordaje
3/9/23 9:57,9,CLARIDAD
3/9/23 8:08,10,buen servicio
3/9/23 6:14,9,Prontitud
3/9/23 6:10,10,Por que me gusta amplitud de horarios.
3/9/23 6:07,10,POR LA FACILIDAD DE HACERLO
3/9/23 6:03,10,T
3/9/23 5:52,10,BUEN SERVICIO
3/9/23 5:50,10,rapidez
3/9/23 5:41,10,"Proceso muy sencillo, gracias."
3/9/23 4:59,10,"Fácil, rápido y práctico"
3/9/23 4:58,10,gracias servicio
3/9/23 4:56,10,Fue facil y amigable la consulta
3/9/23 4:48,10,barato
3/9/23 4:44,10,Hasta ahorita todo bien- tranquilo
3/9/23 4:42,10,es simple y rapido
3/9/23 4:41,10,Es muy práctico
3/9/23 4:04,10,muy facil de navegar.
3/9/23 4:04,10,TODO ES MUY AGIL
3/9/23 3:48,10,Es facil y rapido
3/9/23 3:40,10,Fue muy facil
3/9/23 3:34,10,rapidez  y facil utilizar
3/9/23 3:22,10,ECONOMIA
3/9/23 3:17,10,muy fácil
3/9/23 3:15,10,sencillo
3/9/23 3:09,10,Practico y seguro
3/9/23 3:06,10,Muy buena pagina
3/9/23 3:01,10,RAPIDEZ
3/9/23 2:57,10,es rapido
3/9/23 2:49,10,facilidad
3/9/23 2:45,10,Rapido y facil
3/9/23 2:44,10,FACILIDAD
3/9/23 2:40,10,"muy amigable, claro y sencillo.!"
3/9/23 2:12,9,ES CÓMODO HACERLO
3/9/23 2:03,9,es agil
3/9/23 2:02,10,Me gusta el servicio que presentan
3/9/23 1:56,9,Por que son económicos
3/9/23 1:45,10,Muy fácil la gestión
3/9/23 1:37,10,gracias
3/9/23 1:34,10,te guian facilmente
3/9/23 1:30,9,porque es rápido y gratuito
3/9/23 1:08,10,rgrtgrt
3/9/23 1:06,9,POR Q ES BASTANTE CLARO
3/9/23 0:52,10,Fue mug facil
3/9/23 0:49,10,ES MUY RAPIDO
3/9/23 0:44,10,Es muy rápido¡¡
3/9/23 0:44,10,Efectividad
3/9/23 0:43,10,Excelente
3/9/23 0:43,9,facilidad que ofrece la ruta directa GDL-PUEBLA (SOLO NO AYUDA LA HORA)
3/9/23 0:43,10,Es fácil y ya no agregan mas cargos. de momento estuvo muy bien
3/9/23 0:41,10,EXCELENCIA
3/9/23 0:38,10,Po rapidez
3/9/23 0:24,10,Por que son excelentes
3/9/23 0:22,10,Fácil
3/9/23 0:20,10,TODO
3/9/23 0:06,10,"es mas practico, no tengo que salir de casa por que lo puedo hacer desde casa"
3/9/23 0:04,10,Gracias
3/9/23 0:02,10,ES RAPIDO
3/8/23 23:54,9,por lo rapido que se genra
3/8/23 23:54,10,excelente
3/8/23 23:53,10,muy facil
3/8/23 23:53,10,Facil y rápido.
3/8/23 23:44,10,rapida amigable y segura
3/8/23 23:38,10,PRECIOS ACESIBLES
3/8/23 23:34,10,facil y rapido
3/8/23 23:16,10,MUY RAPIDO
3/8/23 23:10,10,por su excelente servicio
3/8/23 23:08,10,Muy sencillo
3/8/23 23:06,10,la plataforma es bastante amigable con el usuario
3/8/23 23:06,9,ES MUY RÁPIDO Y SENCILLO
3/8/23 23:02,10,.
3/8/23 22:54,10,.
3/8/23 22:54,10,EXCELENTE
3/8/23 22:53,10,buen servicio
3/8/23 22:41,10,super amigable
3/8/23 22:41,10,FACIL Y RAPIDO
3/8/23 22:39,10,El proceso es claro y rápido
3/8/23 22:35,10,Por accesible en este punto
3/8/23 22:28,10,TODO BIEN
3/8/23 22:10,10,CLARO
3/8/23 22:05,10,Porque puedes hacerlo fácil y rapido
3/8/23 21:49,10,es muy facil de usar
3/8/23 21:34,10,es muy rapido y no cobran los asientos
3/8/23 21:27,10,Sencillo y Rapido
3/8/23 21:08,9,RELATIVAMENTE AMIGABLE
3/8/23 21:07,10,Por la facilidad
3/8/23 20:51,10,Excelente servicio
3/8/23 20:35,10,muy bueno
3/8/23 20:20,10,RAPIDEZ
3/8/23 20:18,10,eficientes
3/8/23 20:17,10,FACIL
3/8/23 20:15,10,INSTRUCCIONES CLARAS
3/8/23 20:11,10,muyfacil yu economicpo
3/8/23 20:06,10,"LA PAGINA ES MUY ENTENDIBLE Y AMIGABLE, GRACIAS POR INCLUIR EL TUA AUTOMATICAMENTE EN EL COSTO"
3/8/23 20:06,10,ES RAPIDO
