Date,nps,_C_mo_podemos_mejorar_
4/6/23 14:50,7,INCLUYENDO EL IMPUESTO EN EL PRECIO DEL PASAJE. Me salió más caro el impuesto que el pasaje.
4/6/23 10:51,1,"Al realizar un cambio de vuelo, se cobra la selección de asientos lo  cual no es adecuado, ya que el vuelo anterior ya tenía asientos y ya fueron pagados, no se debe cobrar nuevamente."
4/6/23 8:41,0,"explicar bien alas personas que, tendrán que pagar de nuevo el asiento, al cambiar de vuelo, asi que seria pagar por un lugar que al final de cuenta no se va a ocupar"
4/6/23 7:23,0,El sistema no está considerando el descuento de viva fan en la interface de cambio de vuelo ni tampoco considera que uno ya pagó el asiento y lo vuelve a cobrar
4/6/23 5:42,7,"Demasiada publicidad, pésima experiencia de cliente"
4/6/23 4:40,3,dejar de agregar servicios adicionales sin que sean seleccionados por el cliente
4/6/23 4:29,8,La cifra que pagué fue superior en el mensaje promocional que recibí en mi correo electrónico.
4/6/23 4:20,4,"En la primer pantalla ponen que el cambio cuesta $143 pesos y al seleccionarlo cambia a $1,100 pesos.  Es un engaño!!"
4/6/23 4:15,5,"Su página se tarda en habilitar secciones en diferentes pasos de la reservación, su aplicación da la impresión de que se inhibe pero es el mismo problema del sitio web."
4/6/23 4:04,1,no me gusta la interfaz
4/6/23 3:10,1,es confuso su recivo y la forma en que manejan un precio por telefono y otro en el website
4/6/23 1:13,6,"RESPETAR LAS RESERVACIONES YA QUE ME HAN CAMBIADO HORARIOS, Y CUANDO YO HAGO CAMBIOS DE VUELO ME COBRAN CUANDO YO POAGO SEGUROS Y ESTOS INCLUYEN CAMBIOS SIN COSTO LAS VECES QUE LO CAMBIE."
4/6/23 1:06,6,Me cobraron mucho por el cambio de vuelo.
4/6/23 0:04,8,MEJORAR EN QUE LOS PRECIOS NO SEAN TAN ALTOS POR CAMBIAR EL NOMBRE DEL PASAJERO
4/5/23 23:14,8,"MUY SENCILLO, SOLO QUE SE DAN DEMASIADAS OPCIONES ADICIONALES"
4/5/23 21:18,1,"Si dice gratuito, significa gratis malditos ladrones"
4/5/23 19:54,5,NO VENDAN SEGUROS DE VUELO SI PARA TENER EL REEMBOLSO ES NECESARIO QUE PASE UN ACCIDENTE GRAVE. SI COMRAS EL SEGURO ES PARA PODERLO CAMBIAR SI LO NECESITAS SIN NECESIDAD DE EMERGENCIA. SINO PARA QUE LO QUIERES!!!! SE PASARON
4/5/23 19:49,8,que no cobren nuevamente asientos y descontar al final
4/5/23 18:03,5,Puede ser confuzo y terminas pagando mas
4/5/23 16:15,6,Mejorando los precios
4/5/23 15:39,5,Muy caro el cambio
4/5/23 4:16,5,hard
4/5/23 4:09,8,RESPETANDO PROMOCIONES DE CAMBIO DE VUELOS SIN COSTO
4/5/23 3:57,5,"me molesta tener que pagar por un asiento que se supone va involucrado al comprar el boleto; no entiendo comprar aire en el avión en los vuelos pagados .  La compra del boleto implica que estás pagando la transportación, y no es posible ir más que en un asiento."
4/5/23 3:56,7,Kkck
4/5/23 3:37,7,"TARDE MUCHO EN QUE ME ACEPTARAN EL PAGO DEL CAMBIO DE VUELO, MAS DE 4 DIAS"
4/5/23 3:28,5,HAY DEMASIADOS CARGOS QUE NO ESTÁN A LA VISTA Y INCREMENTAN EL COSTO BASTANTE
4/5/23 2:17,8,"Amigable pero caro, mejorando sus precios y la atención a usuarios"
4/5/23 2:08,8,que sea  mas practico
4/4/23 23:40,0,"Asignaron los lugares separados y hasta atrás de mi hija de 6 años y mi hijo de 3 años, tuve que pagar $550 para que mi esposa estuviera con mis hijos menores de edad"
4/4/23 23:36,5,"El simple hecho de seleccionar los asientos normales tiene un costo, cuando quiten esta mala practica serán la mejor aerolínea de México."
4/4/23 22:44,0,Sus tretas para enganchar gente son despreciables
4/4/23 22:38,0,"NO PUDIERON APOYARME VIA TELEFONICA, SU SOLUCION FUE ENTRAR POR LA COMPU A UN CHAT EN VIVO PARA ASISTENCIA TECNICA Y NO ENCONTRE NINGUN APOYO. ME HICIERON CARGOS ADICIONALES QUE YO NO QUERIA AL MOMENTO DE PAGAR EL CAMBIO, COMO MALETA DOCUMENTADA Y ABORDAJE PRIORITATIO. SON COSAS QUE POR TENER YA LA TARJETA DE VIVA DEBERIA DE TENER COMO CORTESÍA."
4/4/23 21:05,7,"No me parece que separen el pago del boleto y del TUA, relamente nunca ponen el costo de los boletos completo"
4/4/23 20:35,8,"Poder hacer cambios de ruta (no solo dia y hora sino también de lugar).Gracias!"
4/4/23 17:52,7,Haciéndolo a prueba de tontos
4/4/23 17:42,8,aclarar dudas mas especificas
4/4/23 16:39,5,Los cambios de vuelo aunque sean mínimos generan cargos exagerados. No es posible que el vuelo salga lo mismo que el cambio si ya se había pagado antes.
4/4/23 16:38,8,BIEN
4/4/23 15:22,5,NO ACEPTAN PAYPAL
4/4/23 14:58,5,"Que no cambien los vuelos, porque es un problema, ya que genera mas gastos."
4/4/23 14:19,0,Fue muy desagradable ver que me cambiaran mi vuelo. NO sabía que me podrían hacer eso Debería existir una alerta previo a comprar el vuelo. No todos somos expertos. Para la proxima me voy con otra aerolinea
4/4/23 8:11,1,bajen los precios
4/4/23 4:42,0,no me dejo pagar con los doters
4/4/23 3:54,0,decían que tenía hasta 3 cambios gratis y n fue así.
4/4/23 3:53,0,dejando de cobrar por todo
4/4/23 2:01,8,no cobrando la eleccion de asiento
4/4/23 1:25,3,"Mostrar el precio total, con los impuestos agregados y no por partes."
4/4/23 1:13,1,"pésimo, no deja pagar y es muy poco clara...merecen una mejor app"
4/3/23 23:00,0,los precios por elegir asiento son una locura
4/3/23 22:23,4,"Poder hacer cambios de vuelos por pasajero, no por reservación"
4/3/23 21:18,8,EN LA APLICACION FUE COMPLICADO REALIZAR EL PAGO
4/3/23 21:10,5,"Son una compania que cambia constantemente los vuelos e itinerarios y lo peor es que no devuelven el dinero, realmente esta espero sea mi ultima vez que viaje por esta compania viva aerobus"
4/3/23 20:16,8,"MANTENER LAS TARIFAS DE LAS SILLAS, YA QUE LO FORZAN A UNO A COMPRAR PUES LE ASIGNAN EL MAS INCOMODO. GRACIAS"
4/3/23 18:02,7,APARECEN MUCHOS BANNERS
4/3/23 17:26,5,PORQUE TE COBRAN LOS ASIENTOS SI NOS LOS ELIGES
4/3/23 16:33,0,BAJAR LOS PRECIOS Y QUITAR EL TUA
4/3/23 15:13,8,"Mejorar la starifas de cambio de vuelo, como el volver a cobrar el asiento. Gracias"
4/3/23 14:04,3,"precios accesibles, ya que en las instalaciones hacen caminar demasiado para llegar al avión. y no tiene ningún beneficio como para pagar vuelos iguales a otras aerolineas"
4/3/23 4:47,4,me costo mucho poder pagar mis asientos
4/3/23 2:30,7,"Estuve tratatndo de reservar asiento y no me permite el sistema, me dice que tiene que ser en aeropuerto"
4/3/23 1:57,7,No es muy amigable la forma de contactarlos cuando se tiene un problema.
4/3/23 1:49,0,me quitaron el asiento ya pagado y me hicieron pagar otro....
4/3/23 0:37,3,NO SE FACIL DE ENTENDER
4/2/23 23:10,8,en cuánto a la pág 7-8 pero en cuanto atención un absoluto 10 por vía twitter
4/2/23 23:10,8,TARIFAS INTEGRADAS
4/2/23 22:38,0,"Publicidad engañosa, siempre te obligan a pagar mas de lo q inicialmente anuncian. Deberian ser claros desde el inicio."
4/2/23 21:57,5,QUE TARDEN MENOS EN CONTESTAR LA LLAMADAS DE LOS USUARIOS
4/2/23 21:51,1,LOS BOLTETOS LOS COMPRE PARA MIS PAPAS DESDE MI PERFIL Y NO ME DEJO DESDE EL INICIO PONER EL NOMBRE DEL 1ER PASAJERO Y AHORA ME COBRAN POR UN CAMBIO QUE YO NO REQUERIA HACER :(
4/2/23 21:33,7,reducir las opciones.
4/2/23 21:32,8,"a veces tantos combos confunden, no se ve la separción o es difícil de leerlos."
4/2/23 19:04,8,MAS ACOMPAÑAMIENTO AL REALIZAR LA ORDEN
4/2/23 17:12,0,no pude seleccionar la documentación de equipaje
4/2/23 16:27,0,Recibí un correo electrónico diciendo que podía mejorar el equipaje por 500 pesos. ¡Esto era una mentira! Tu modelo de negocio se basa en ocultar cargos y tratar a tus clientes como pendejos.
4/2/23 16:13,6,TENGO UNA TARJETA VIVA Y USTEDES ME ASIGNAN EL ASIENTO PRIORITY ..PERO ME ASIGNAN UNO DEL CENTRO Y NO ME PARECE JUSTO
4/2/23 12:38,5,"NO HE PODIDO OBTENER MI CHECK IN, TAMPOCO HE PODIDO IMPRIMIR MI PASE DE ABORDAR"
4/2/23 6:40,1,"Su citio de web no funciona la mayoria de tiempo, y cuando fuciona no calcula los precios bien y no hace los cambios que he hecho. Yo dure horas y horas trantando de hacer mi reservacion y otras horas trandtando de comprar mi equipaje. En fin tenia que pagar mas que el precio real por el problema del systema. Es una locura. Nunca jamas."
4/2/23 4:00,5,Los correos de TUA me llegaron horas antes de mi vuelo y no pude consultarlo con días de anticipación porque no me cargaba mi reservación.
4/2/23 3:01,0,"Mala atención a usuario por teléfono, pague doble el Tuz."
4/2/23 0:34,8,El precio final fue diferente al que ofrecio de inicio en el cambio de la reservacion
4/2/23 0:26,8,"el tiempo de atención , y contestar vía telefónica. Es imposible comunicarse. el chat de WhatsApp tampoco sirve"
4/1/23 22:21,8,confusa la pag
4/1/23 21:36,5,subió el tua
4/1/23 20:38,5,No vendan los lugares especiales. Cuando se compra el pasaje se debe tener acceso a todos los asientos.
4/1/23 17:06,0,YOU WONT
4/1/23 15:19,8,Últimamente la página falla mucho llevo 6 días intentando pagar la tua y siempre me saca la página desde diferentes dispositivos y conectada a diferentes redes de Internet
4/1/23 15:15,8,Todo el proceso es demasiado fragmentado para reservar :(
4/1/23 15:02,5,los asientos se me borraron y tuve que entrar otra vez a pagar y seleccionar
4/1/23 14:57,8,"EVITANDO PONER CARGOS, POR DEFAUL"
4/1/23 13:28,8,no cancelen vuelos a personas que no asignaron asientos...es un abuso.
4/1/23 8:07,6,No me aparece mascota a bordo
4/1/23 7:39,2,no acepta todas las tarjetas
4/1/23 6:29,3,Precios
4/1/23 2:49,0,"no sirven en el call center , 58 minutos en linea para que al final me colgaran"
4/1/23 2:40,7,Facturas
4/1/23 2:31,5,SITIO MAS RAPIDO
4/1/23 1:32,0,cambiaron mi vuelo y me cobraron por cambiarlo al tiempo mejor disponible para mi. nunca volare con ustedes otra ves
4/1/23 0:07,0,TODO
3/31/23 23:37,8,mayor informacion
3/31/23 23:21,8,"He intentado hacer el pago con tarjeta varias veces sin éxito. Creo que era debido a que no escogía bien la opción de Estado ""Ciudad de México"" al intentar escribirla manualmente. El sistema debería impedir este fallo."
3/31/23 23:17,6,NO me dejaron no seleccionar el que no quería pagar un asiento
3/31/23 22:52,5,QUITANDO COMPRAR ASIENTOS
3/31/23 20:28,5,No esta bien asociado el pago con Pay Pal
3/31/23 19:10,8,HAY INCOSISTENCIAS AL SINCRONIZAR LA INFORMCIÓN EN OCASIONES
3/31/23 17:14,6,PAGINA COMPLICADA Y CAMBIA EN 5 MINUTOS LA COTIZACION
3/31/23 16:35,0,"cobran muy caro , el cambio de apellido."
3/31/23 16:03,7,"LA RECOMENDACION ES QUE SE PUEDAN REALIZAR CAMBIOS DE TODO EN LA RESERVACION AL MISMO TIEMPO, OSEA EN EL MISMO PROCESO, ES DECIR, SE PUEDAN CAMBIAR EN EL MISMO PROCESO, A LOS PASAJEROS, FECHAS Y LAS RUTAS... PORQUE POR LO QUE SE ENTIENDE SE DEBE HACER POR SEPARADO, VOLVIENDO A ENTRAR A REALIZAR OTRO PROCESO PARA CADA COSA."
3/31/23 6:32,6,No ex site una opción que te permita escoger llevar una silla de ruedas para una persona minusválida.
3/31/23 6:32,4,DEN CAPACITACIONES DE ATENCIÓN AL CLIENTE Y CONTRATEN SUFICIENTE TRIPULACIONES PARA LOS VUELOS ESTÁN DEJANDO MUCHO QUE DESEAR CON EL SERVICIO EN VEZ DE MEJORAR ESTÁN EMPEORANDO Y EL TRA QUE DAN EN MONTERREY ES EL PEOR DE TODOS.
3/31/23 6:05,3,"Muy enganosa la informacion, parece que te permiten hacer cambios que puedes contemplar como parte del servicio y al ultimo momento se agrega un cosot"
3/31/23 4:37,0,PESIMO SERVICIO
3/31/23 4:33,0,No me gusta que los precios suben y bajen tanto.
3/31/23 4:16,1,"SE ATORA CONSTANTEMENTE, NO RESPONDE"
3/31/23 2:53,0,"Simplemente por una corrección  en el nombre me cobraron 1050, deberían de quitar eso o por lo menos dar una oportunidad de cambio, no es la primera vez que viajo con ustedes, y de mi parte ya es una clienta menos y mucho menos que los recomiende"
3/31/23 2:02,5,Es muy elevado el costo por maleta
3/31/23 1:47,8,velocidad pagina
3/31/23 1:12,6,Ser más claros en cuanto a costos por cambio de itinerario
3/31/23 0:42,0,No es posible que den la opción de asignar un asiento aleatorio sin cobro alguno pero si no alcanza asiento se da por perdido el vuelo.
3/31/23 0:27,8,un poco largo el proceso pero bien
3/30/23 23:49,2,Prob tarjeta
3/30/23 23:24,3,ponen precios diferentes al momento de pagar diferencias
3/30/23 22:34,0,como pueden cobrar 1000 pesos por borrar 5 letras de un nombre >:|
3/30/23 20:17,0,NO ES POSIBLE QUE COBREN POR CORREGIR UN NOMBRE DE UN PASAJERO. SE ME HACE UN ROBO
3/30/23 19:28,0,cambio de precio en menos de 5 min
3/30/23 19:27,4,COMPRE EL PAQUETE LIGTH PRINCIPALMENTE PORQUE INCLUIA 3 CAMBIOS EN LA RESERVA Y AL FINAL SI TIENE COSTO Y BASTANTE ALTO :(
3/30/23 18:52,8,se cae mucho la aplicacion a la hora de realizar el pago virtual
3/30/23 18:45,8,Poder tener el carrito de compras disponible para varios vuelos y poder pagar todo junto.
3/30/23 18:14,7,No me dejo cambiar el vui¿elo sin comprar los asientos
3/30/23 18:03,8,que acepten las  formas de pago como lo promocionan. por ejemplo tarjeta de credito. no lo acepo.
3/30/23 17:31,7,NO ME DEJO REALIZAR PAGO CON NINGUNA DE MIS TARJETAS DE CREDITO O DEBITO
3/30/23 16:43,5,no pude usar mi tarjeta de credito para pagar
3/30/23 16:39,2,"por alguna razon inexplicable, no me dejó hacer el pago con mi tarjeta habitual,"
3/30/23 16:27,0,No puedo usar mi tarjeta para pagar.
3/30/23 16:17,8,.
3/30/23 16:09,8,No cambiando/cancelando vuelos de último minuto
3/30/23 16:00,7,aceptar todos las tarjetas de credito no solo algunas
3/30/23 15:24,7,No funciona bien el modo de pago
3/30/23 15:02,5,abrir metodos de pago
3/30/23 14:46,0,no obliguen a los clientes a pagar un lugar .l.
3/30/23 8:55,5,"Su proceso para concluir satisfactoriamente una reservación es nefasto. Tardé más de una hora en que su página aceptara el pago del TUA, el cual, por cierto, incrementó en demasía el costo de mi reservación. Es injusto el cobro desmesurado de equipaje, el cual, ante la PROFECO, además es incorrecto."
3/30/23 6:38,7,no guardo mi registro para ganar puntos
3/30/23 6:04,7,bajar precio por acientos
3/30/23 6:01,8,mas claro el proceso
3/30/23 5:13,8,"no es tan intuitivo, pero funciona bien"
3/30/23 3:49,6,"Ofrecen un precio de 130 por una maleta y cuando entras te das cuenta que no son 130, sino 260.Me siento engañado"
3/30/23 3:39,0,"Me están cobrando el TUA dos veces, en mi primer reservación y al realizar el cambio y no hay forma de evitarlo,Además su servicio de atención a clientes no responde después de mas de 2 horas en linea esperando ser atendido."
3/30/23 2:24,2,Poniendo los precios de verdad
3/30/23 1:47,7,no cobren los cambios :)
3/30/23 1:44,7,no pude pagar con la tarjeta que queria
3/30/23 0:05,2,NO DEBERÍA SER OBLIGATORIO PAGAR EL ASIENTO AL HACER CAMBIO DE VUELO
3/30/23 0:03,8,En el celular no pude realizar el pago de la TUA
3/29/23 23:05,0,"Compré los vuelos de ida el 06 de abril y los de regreso para el 09 de abril y la reservación inicialmente me llegaron los boletos (tanto de ida como los de regreso) con la fecha de hoy 29 de marzo (o sea ya había perdido los vuelos).... al entrar a la reservación los vuelos de regreso fueron registrados el día 16 de abril (es decir una semana después)... al tratar de comunicarme telefónicamente a Viva Aerobus fue prácticamente imposible... llevo casi 1 hora con la grabación diciéndome que el tiempo de espera es de 15 segundos, pésimo, no vuelvo a comprar nada con esta aerolínea"
3/29/23 20:52,0,Están muy caros sus vuelos
3/29/23 19:54,1,elevo mucho el costo del cambio
3/29/23 19:37,8,MEJORANDO LOS COSTOS DE LOS ASIENTOS
3/29/23 19:10,0,"Pesimo, cobran otra vez asientos que ya tenia pagados y puros cargos adicionales sin sentido"
3/29/23 18:51,8,mas flexibilidad en cambiar informacion
3/29/23 18:39,3,not easy to see errors
3/29/23 17:15,8,Más información verídica sobre horarios y retraso de vuelos
3/29/23 16:58,0,"cobrando menos por quipage documentado, volaris cobra $450 por euqipaje docuemntado de 25 Kg, usdetes más del doble, no volveré a volar con ustedes mientras tenga que documentar."
3/29/23 5:20,6,leve la nieve
3/29/23 4:21,0,"COmpre combo light y me cobraron como si hubiera comprado un vuelo normal, de verdad estoy SUPER DECEPCIONADA DE ESTA AEROLINEA TAN BAJA, esta es mi ultima compra con ustedes, me ire a volaris, vivaaerobus NO SIRVE, te ofrecen combo CAROS para beneficios y no OBTUVE NADA"
3/29/23 3:35,0,"actualizando las paginas de forma rapida y eficaz, tengo problemas con un vuelo y no me contestan tampoco. PESIMO SERVICIO"
3/29/23 2:12,2,que respeten los precios que ofrecen y que cumplamlo acordado
3/29/23 1:31,7,Dejen de cobrar por eleccion de asientos y contemplenlo en el precio inicial
3/29/23 1:19,1,"todo, el servicio es pesimo. tarde 3 horas para realizar este cambio"
3/29/23 1:01,7,"Al hacer el pago me rebotó 4 veces el pago con una tarjeta, tuve que usar otra. Estaría bien que dijeran el motivo por el cual no se puede hacer el pago, y así no hacer tantos intentos."
3/29/23 0:59,8,HACER CHECK CON MAS TIEMPO Y DAR EL SALDO CORRECTO DEL VUELO YA CON TODOS LOS IMPUESTOS INCLUIDOS Y EL EQUIPAJE TAMBIEN
3/29/23 0:44,0,sin cancelar lugares
3/29/23 0:22,0,NO VEO JUSTO QUE ME VUELVAN A COBRAR LOS ASIENTOS QUE PAGUÉ POR CAMBIO DE VUELO Y NO VEO JUSTO QUE DIGA QUE TIENES 3 CAMBIOS DE VUELO CUANDO NO ES VERDAD
3/28/23 23:07,8,no era muy claro los cargos que se generarían por el cambio de fecha
3/28/23 23:05,8,mejorando los precios
3/28/23 22:17,0,"Al momento de querer comprar 5 kg de mas me rechazaron el pago por lo cual no lleve esos kg de mas, y ahora para el regreso no me dejan hacer check in sin antes pagarlos, literalmente me robaron."
3/28/23 21:43,7,no le entendia
3/28/23 20:41,3,SE CONGELA LA PAGINA TUVE QUE HACER EL CAMBIO COMO 6 VECES HASTA QUE ME ACEPTARA  EL PAGO POR TELEFONO NO CONTESTAN
3/28/23 20:39,8,gracias
3/28/23 19:27,7,La página no funciona en algunos navegadores
3/28/23 19:12,8,bien
3/28/23 19:06,5,es muy confuso
3/28/23 18:36,5,CUNDO RESERVAS TE DICEN QUE PUEDES HACER HASRA 3 VECES CAMBIOS GRATIS Y RESULTA QUE TE COBRAN UN MONTON
3/28/23 17:30,1,Tardan mucho en resolverme las cosas y me cambian los vuelos a cada rato.
3/28/23 16:28,8,QUE SEA MAS AGIL LA PLATAFORMA
3/28/23 16:03,8,No entendí los cargos adicionales ya que se supone que solo te cobran cambio de tarifa
3/28/23 15:53,5,"el servicio al cliente por telefono, duré 1 hora en el telefono."
3/28/23 15:52,8,NO SE
3/28/23 15:35,2,"No es posible que sigan anteponiendo sus ganancias al servicio. Viajar con menores implica que un adulto vaya junto al niño, y aun cuando hay mucho espacio en el vuelo no son capaces de acomodar al menos a un adulto junto por su sistema. Son un asco, pero es la aerolínea más barata y por eso tristemente lo seguimos usando."
3/28/23 15:27,8,"no cobrar cargos extra por cambios, solo la diferencia de tarifa"
3/28/23 15:22,2,VIVA FAN NO PUEDE HACER CAMBIOS
3/28/23 15:13,1,el sitio no permite pagos con tarjeta de credito
3/28/23 8:35,2,precios muy altos por agregar equipaje
3/28/23 5:39,6,MUY CONFUSO SU TUA
3/28/23 5:28,0,No cobrando de mas en ciertas cosas
3/28/23 3:35,8,Es muy facil reservar un vuelo con ustedes
3/28/23 3:11,8,Con información más rápida por teléfono
3/28/23 1:54,0,No veo la opción de cambio de adulto a menor
3/28/23 1:38,3,No puede ser que compre un vuelo y al hacer el Chek In me cobren por el asiento.
3/27/23 23:13,5,mejor poner la tarifa ya sin estar poniendo extra de todo
3/27/23 22:23,7,en todo
3/27/23 21:12,1,"ES NECESARIO EXPLICAR QUE CARGOS SE HARAN, COMO  LA ASIGANACION DE ASIENTOS Y EL TUA, TUVE QUE ESTAR LLAMANDO A VIVA AEROBUS"
3/27/23 21:02,2,Difficult to find United Kingdom  from countries list
3/27/23 17:56,3,"No cambiando sin previo aviso y/o autorización los horarios de los vuelos. Eso afecta mucho. Justifican con que es menor a 4 horas pero hace los cambios varias veces de manera que de 3 o 3  no parezca pero en realidad sí los mueven por más de 4 horas. Mover un vuelo por más de 6 horas sí es una gran afectación y se pasan sus propias reglas (términos y condiciones) por el arco del triunfo. En realidad cuento con comprobantes y podría ir a PROFECO, dejo pasar esta ocasión sin embargo me sirve para tener un historial."
3/27/23 17:03,0,"Me llegó una promoción a mi correo para ahorrar en varios servicios entre ellos equipaje documentando. A los 30 minutos de que me llegó, entré a la página (dando click en el enlace) la promoción no me aparecía. Llamé al call center que viene en el correo pero como siempre son ineficientes al 100%, me dicen que ellos solo son centro de venta y sin enbargo en la página te dirigen, para cualquier problema, a ese teléfono. En fin, siempre es imposible solucionar nada con VivA Aerobus."
3/27/23 16:59,0,COBRAN MUCHO POR UN ERROR COMO CAMBIAR EL APELLIDO DEL PASAJERO.
3/27/23 16:40,8,"CUnicamente cambié de dia de vuelo, mi reservación original la hice con la protección de hasta tres cambios gratuitos, me dicen que solo hay cobro si existe diferencia en el precio del vuelo y en realidad no lo había. Sin embargo, me volvieron a cobrar la protección del paquete y eso me molesta mucho. En lugar de pagar solo la diferencia que seria de unos pesos acabé pagando $1,300."
3/27/23 15:23,2,Hacer pagos por servicios adicionales siempre me ha resultado una pesadill por los rechazos constantes a mis metodos de pago
3/27/23 14:35,8,al comprar paquete no lo pude hacer en su sitio
3/27/23 7:12,5,.
3/27/23 5:41,2,"Al agregar una maleta adicional de equipaje, el sistema me daba un precio erróneo por la maleta, por alguna razón decía el doble del precio, en la pagina final el precio estaba correcto. Yo también programo, y creo que hay muchos bugs en la lógica frontal."
3/27/23 3:44,8,sin comentarios
3/27/23 3:03,0,Siempre tengo problemas para pagar
3/27/23 2:52,7,no contestan en call center por una hora
3/27/23 1:27,8,"Hasta el día de hoy eran muy recomendables, no pudieron ayudarme con una cancelación de vuelo"
3/26/23 23:45,8,detallar correctamente los pagos en la app
3/26/23 23:16,8,no subir tan repentinamente los costos
3/26/23 23:05,8,No cobrando por cambios tal y como dice en plataforma
3/26/23 21:33,7,No subir tanto los precios con los cambios
3/26/23 21:30,8,"Al comprar el vuelo,establece que tienes un cambio gratis, lo que no es verdad ya que cobran el vuelo en su totalidad"
3/26/23 20:32,0,es un fraude que te  cobren por cambiar una letra de un nombre
3/26/23 19:44,8,HACERLO MAS SENCILLO
3/26/23 19:19,8,la terminal de pago por tarjeta en la app declina todo el tiempo. mejórenla.
3/26/23 18:18,5,Navigation for payment was difficult and should be very very easy
3/26/23 17:25,8,Necesitas hacer en Ingles.
3/26/23 9:15,0,No hacer forzoso el COBRO DE ASIENTO
3/26/23 9:04,0,"Pésimo servicio de atencion a cliente, el personal no está capacitado y te cuelga la llamada cuando no sabe responder a tus dudas. son un asco."
3/26/23 4:58,3,"el costo de 420 que originalmente indició cuando seleccioné no fue el que me cobraron al final, que fue de 536, mas del 20% de incremento que no supe porque se cobró así, ojalá lo mejoren"
3/26/23 3:04,5,no cobrar por todo
3/25/23 22:35,5,ME ESTAN COBRANDO ASIENTO Y N O PUEDO ELEGIRLO
3/25/23 21:43,7,"al hacer el aumento de mi equipaje, primero me salio una cantidad superior y tuve q volver a entrar a la pagina"
3/25/23 21:21,0,"en todopésima atención en call center, Gabriela Alemán persona burlona, sarcástica y grosera que No resuelveVuelo sobrevendido"
3/25/23 19:30,0,"Es engañosa la forma de dividir en 2 los pagos.Por favor, coloquen un solo monto y no lo hagan tan complejo.Cuando lleguen otras opciones, sus clientes recordaran que les tomaron el pelo.No es honesto, para una persona como yo, tal vez no les interese mucho, pero si me dicen un precio y después resulta que es más por que la TUA o etc... eso es deshonesto.Integren un solo precio, si quieren desglósenlo, pero por que estar haciendo más de un pago para lo mismo."
3/25/23 19:09,1,No se seleccionaron los asientos como lo indique en la primera reservación.
3/25/23 18:41,8,Poder cambiar la cantidad y tipo de maletas si deseamos al retorno
3/25/23 18:20,5,Opción de cancelación en linea
3/25/23 17:56,5,Directamente mejores explicaciones al los cambios de reserva
3/25/23 16:04,8,"EN LA ATENCION TELEFONICA, ES MUY TARDADA, NO TOMAN LAS LLAMADAS Y CUANDO LO HACEN ABUSAN DE LA CONFIANZA COBRANDO EXAGERADO"
3/25/23 15:31,4,Deben de considerar que los mejores pueden cambiar su tipo de modalidad de vuelo que no debe de ser el mismos que el de los adutos
3/25/23 15:20,0,"Pesimo servicio , vuelven a cobrar el combo y ademas si uno no toma los asientos que uds aleatoriamente asignan en la reserva, la pagina no avanza, que pena y pesimo servicio, ultima vez que volamos coin uds"
3/25/23 9:22,0,YO PAGUE POR CAMBIO DE VUELO Y TUVE QUE PAGAR CASI OTRO VUELO
3/25/23 5:33,0,no serrvia la pagina
3/25/23 5:25,7,EL PRECIO SUBIO SUBSTANCIALMENTE
3/25/23 5:25,8,QUE NO COBREN EL CAMBIO DE ASIENTO
3/25/23 2:33,0,respondiendo y resolviendo
3/24/23 23:34,5,"Se suponía que tenía 1 cambio incluido, sin embargo al hacer mi cambio no me lo hicieron efectivo y me cobraron el vuelo prácticamente como nuevo."
3/24/23 23:20,3,"Que dejen de poner tantas trabas con los cupones que dan pues tengo uno y no lo pude disfrutar con mi familia gracias a sus políticas, ustedes cambiaron mi vuelo a su conveniencia y no hubo ninguna opción, yo tuve que cambiar mis planes por su cambio de vuelo"
3/24/23 20:23,0,"Siempre tengo problemas con los pagos, tengo que hacer muchos intentos para que me los acepté,se bugea la página seguido; agregué una maleta de mano extra, pero como no pasó el pago, la quité para aguilizar el check in, después de quitarla me siguió apareciendo el costo de esa maleta, y no pude hacer el check in, al agregarla de nuevo la maleta al día siguiente me apareció dos veces el pago"
3/24/23 19:14,7,SOBRA INFORMACIÓN
3/24/23 17:01,2,demasiados pasos y cobros sin sentido
3/24/23 15:04,0,"ENGAÑAN CON EL PRECIO QUE SE ESCOGE, ME PUSIERON UN PRECIO DE 1370 Y AL FINAL ME COBRARON CASI 1500 PESOS SIN JUSTIFICACIÒN NI EXPLICACIÒN DEL AUMENTO DE TARIFA"
3/24/23 14:25,0,"La aplicacion no permite pagar la Tua, mi tarjeta fue declined 3 veces."
3/24/23 13:34,7,costo
3/24/23 10:54,8,no debería existir esta política de compra por separado
3/24/23 6:37,7,Menos pasos
3/24/23 6:00,7,.
3/24/23 4:49,8,activando los pagos con tarjetas de USA
3/24/23 4:38,4,El link que me mandaron al correo no funcionaba
3/24/23 3:06,2,Tengo derecho a un cambio de vuelo gratis y me lo cobran aun asi
3/24/23 3:06,8,"FACILITANDO EL LLENADO DE CELDAS, ACLARANDO INFORMACIÓN"
3/24/23 2:25,1,"No contestan vía telefónica, pésimo servicio"
3/24/23 2:04,0,Volaris por el cambio  de apellidos son 499 solo cambie el apellido por un error de auto llenado y esta pésimo
3/24/23 1:45,0,seleccione el vuelo correcto y cuando termine de pagar me llego un boleto con dia de viaje diferente considero que sufri un robo de su empresa agradezco atencion al tema
