,Date,nps,Comment
46484,4/8/23 23:52,10,Gracias por el descuento! Los amo.
46485,4/8/23 23:32,10,por que soy muy feliz viajando con ustedes
46486,4/8/23 23:23,10,Eficiente y facil de usar
46487,4/8/23 23:11,10,Es objetiva y ràpida
46488,4/8/23 23:05,10,sencilla
46489,4/8/23 22:25,9,por todo lo bueno
46490,4/8/23 22:17,10,Fue facil y es muy clara la información
46491,4/8/23 21:31,9,"no me dejo pagar con la tarjeta que queria, tuve que usar la otra"
46493,4/8/23 21:06,10,feliz
46494,4/8/23 21:03,9,Facil
46495,4/8/23 20:56,10,ES FACIL
46496,4/8/23 20:46,10,Todo bien gracias
46497,4/8/23 20:39,10,Fue relativamente sencillo realizar la reservación
46499,4/8/23 20:33,9,TODO BIEN
46500,4/8/23 20:25,10,Excelente gracias
46501,4/8/23 20:22,10,Precio
46502,4/8/23 20:21,10,facil de usar
46503,4/8/23 20:19,10,TODO MUY BIEN Y RAPIDO
46504,4/8/23 20:17,10,si
46505,4/8/23 20:16,10,facilidad
46506,4/8/23 20:08,9,Economico y adecuado
46507,4/8/23 20:03,10,ES FACIL DE USAR
46508,4/8/23 19:57,9,ES FACIL DE OPERAR
46509,4/8/23 19:54,10,Porque tiene muchas opciones de horario de vuelos
46510,4/8/23 19:52,9,vuelos economicos
46511,4/8/23 19:48,10,rapido y confiable
46512,4/8/23 19:47,9,CLARA LA PAGINA A RESERVAR
46513,4/8/23 19:46,9,reserva clara por el momento
46514,4/8/23 19:38,10,Gran servicio!
46515,4/8/23 19:21,9,Porque los precios y horarios son accesibles
46516,4/8/23 19:19,9,Precio
46517,4/8/23 19:11,9,EXCELENTE
46518,4/8/23 19:10,10,agil y rapida
46519,4/8/23 19:05,10,se me hizo facil la compra
46520,4/8/23 18:48,10,ha mejorado el servicio
46521,4/8/23 18:44,9,bien
46522,4/8/23 18:44,10,esta muy práctica y se reserva muy rápido
46523,4/8/23 18:43,10,Muy fácil
46524,4/8/23 18:38,10,Excelente servicio
46525,4/8/23 18:31,10,good
46526,4/8/23 18:29,10,MUY SENCILLO TODO
46527,4/8/23 18:23,10,Es la primera vez
46528,4/8/23 18:23,9,rapido
46529,4/8/23 18:18,10,Fácil de navegar
46530,4/8/23 18:04,10,Facil de navegar
46531,4/8/23 17:58,10,muy amigable  la página y sencillo de consultar y reservar.
46532,4/8/23 17:43,10,Esta en español y es fácil de entender para mi
46533,4/8/23 17:42,10,BUENA
46534,4/8/23 17:29,10,MUY EFICIENTES
46535,4/8/23 17:13,9,Por lo dinámica y fácil de usar
46536,4/8/23 17:06,10,FACIL DE USAR
46537,4/8/23 16:48,10,Precio y servicio
46538,4/8/23 16:46,9,TODO CLARO
46539,4/8/23 16:45,10,precios buenos y facil de usar website para comprar boletos.
46540,4/8/23 16:37,10,Todo bien
46541,4/8/23 16:36,10,EXCELENTE SERVICIO
46542,4/8/23 16:31,10,muy rapido
46543,4/8/23 16:25,10,Gracias
46545,4/8/23 16:12,10,Todo estuvo sencillo
46546,4/8/23 16:12,10,promociones accesibles
46547,4/8/23 16:10,10,MUY BUENOS VUELOS
46548,4/8/23 16:10,9,buen servicio
46549,4/8/23 16:07,10,facil y seguro reservar
46550,4/8/23 15:57,10,super recomendado
46551,4/8/23 15:46,10,Gracias
46553,4/8/23 15:42,10,RAPIDA Y FACIL
46554,4/8/23 15:35,10,todo bien
46555,4/8/23 15:32,9,Por ser una linea seria y accesible
46556,4/8/23 15:29,9,PORQUE SI
46557,4/8/23 15:22,10,por que si
46558,4/8/23 14:34,9,FACILIDAD
46559,4/8/23 14:30,10,perfecto
46560,4/8/23 13:52,10,rapedez
46561,4/8/23 13:31,10,"precio, comodidad"
46562,4/8/23 13:28,10,gracias
46563,4/8/23 12:02,10,Todo salió bien y rápido
46564,4/8/23 8:29,10,Not expensive compared to Volaris. Direct flight to destination. Good upgrade options.
46565,4/8/23 8:02,10,Me encanta
46566,4/8/23 7:46,10,es muy facil de consultar y reservar
46567,4/8/23 7:14,10,BUEN SERVICIO
46568,4/8/23 7:04,10,ES MUY RAPIDO TODO LA ATENCION
46569,4/8/23 6:54,10,Porque los precios son accesibles
46570,4/8/23 6:54,10,TODO SUPER ENTENDIBLE
46571,4/8/23 6:12,10,ES MUY COMODO EL SERVICIO Y FLEXIBLE
46572,4/8/23 5:41,10,pagina explicita
46573,4/8/23 5:20,10,POR UN BUEN SERVICIO
46574,4/8/23 5:17,10,muy buen precio
46575,4/8/23 5:10,9,PRECIOS JUSTOS
46576,4/8/23 5:08,9,Amento de precios por selección de asiento
46577,4/8/23 5:07,10,BUEN SERVICIO Y PRECIO
46578,4/8/23 4:55,9,muy eficiente
46579,4/8/23 4:49,9,FACILIDAD DEL SISTEMA
46581,4/8/23 4:36,10,Por la accesibilidad y el Servicio que ofrecen.
46582,4/8/23 4:32,10,Gracias
46583,4/8/23 4:27,10,Me gusto el servicio de la pagina
46584,4/8/23 4:23,10,la rapides de la pagina
46585,4/8/23 4:18,10,muy buenas ofertas y me gusto que sale x Toluca
46586,4/8/23 4:18,9,por eficiente
46587,4/8/23 4:15,10,Website es muy fácil de utilizar
46588,4/8/23 4:15,10,very fast and convenient
46589,4/8/23 4:13,10,ok
46590,4/8/23 4:08,10,por la facilidad de la plataforma
46591,4/8/23 4:08,10,Excellent web service.
46592,4/8/23 4:05,10,Es sencillo de utiliizar
46593,4/8/23 3:57,10,Muy bueno
46594,4/8/23 3:37,9,OK
46595,4/8/23 3:29,9,vuelos a buen precio y calidad
46596,4/8/23 3:28,10,Aunque la compra se tardó por tantas opciones que da para volar al final la compra fue un éxito.
46597,4/8/23 3:22,10,Sigan asi
46598,4/8/23 3:12,10,excelente
46600,4/8/23 3:06,10,no aplica
46601,4/8/23 3:00,10,ok
46602,4/8/23 2:53,10,OK
46603,4/8/23 2:51,9,facilidad
46604,4/8/23 2:43,10,EXCELENTE SERVICIO
46605,4/8/23 2:39,10,FACIL
46606,4/8/23 2:33,10,todo bien
46607,4/8/23 2:32,10,very friendly to use
46608,4/8/23 2:25,10,EXELENTES PRECIOS
46609,4/8/23 2:09,9,por ahora todo bien
46610,4/8/23 1:59,10,Gracias
46611,4/8/23 1:59,10,Muy fácil uso de la página
46612,4/8/23 1:57,10,TODO MUY BIEN
46613,4/8/23 1:53,10,Fácil de usar
46614,4/8/23 1:52,10,Servicio
46615,4/8/23 1:49,9,Un poco confuso los precios con lo del tua
46616,4/8/23 1:48,10,Es amigable
46617,4/8/23 1:34,10,fue rapido y fue la\ primera verz
46618,4/8/23 1:21,10,fue sencillo y accesible
46619,4/8/23 1:04,10,flexibilidad y rapidez
46620,4/8/23 0:54,10,todo bien gracias
46621,4/8/23 0:43,9,La información es clara así como los costos
46622,4/8/23 0:40,10,Buenos precios
46623,4/8/23 0:37,10,Es muy fácil de utilizar
46624,4/8/23 0:35,10,OK
46625,4/8/23 0:33,10,FACIL Y SENCILLO DE USAR
46626,4/8/23 0:26,10,Fácil y barato :)
46628,4/8/23 0:08,10,lo amoooooooooooo congratulations
46630,4/7/23 23:40,9,Esta bien
46631,4/7/23 23:29,10,Buen servicio
46632,4/7/23 23:29,9,Buen servicio y clarridad
46633,4/7/23 23:28,10,bien
46634,4/7/23 23:26,10,por precio accesible
46636,4/7/23 23:22,10,ES PRACTICA
46637,4/7/23 23:22,10,BUEN SERVICIO
46638,4/7/23 23:21,10,bien
46639,4/7/23 23:14,10,FACIL MANEJO PAG WEB
46640,4/7/23 23:10,10,"PORQUE SON EFECTIVOZ,MUY PUNTUALES Y NUNCA QUEDAN MAL"
46641,4/7/23 23:03,10,BUEN SERVICIO
46642,4/7/23 22:56,9,"Buena flota, buen servicio, costo accesible"
46643,4/7/23 22:56,9,vuelos económicos y con opciones de mejora
46644,4/7/23 22:55,10,TODO
46645,4/7/23 22:50,10,EXCELENTE
46646,4/7/23 22:46,9,muy bueno
46647,4/7/23 22:45,10,me gusta el servicio
46648,4/7/23 22:36,9,AL REGRESAR VA HASTA EL INICIO
46649,4/7/23 22:21,10,VUELOS ECONÓMICOS.
46650,4/7/23 22:20,10,Hasta el momento facil de usar e intuitiva
46651,4/7/23 22:16,9,Facilidad para usar la aplicación
46652,4/7/23 21:40,10,por lo económico de los vuelos
46653,4/7/23 21:30,10,Rápida y facil de usar
46654,4/7/23 21:29,10,el costo es bueno y es super fasil de programar un vuelo
46655,4/7/23 21:25,10,Porque es una excelente aerolínea a precios accesibles a todo mundo
46656,4/7/23 21:18,10,buenos precios y buena atención
46657,4/7/23 21:13,10,Excelente atención
46658,4/7/23 21:12,10,buen servicio
46659,4/7/23 21:10,10,POR LA RAPIDEZ
46660,4/7/23 21:06,9,Por comodidad.
46661,4/7/23 21:03,9,Es muy amigable la pagina
46662,4/7/23 20:54,10,"SERIVICO ECONOMICO, EFICIENTE Y DE CALIDAD"
46663,4/7/23 20:52,9,trada en dar servicio
46664,4/7/23 20:44,10,"Rápido, eficiente, plataforma amigable."
46665,4/7/23 20:42,10,economico
46666,4/7/23 20:35,9,Muy claro todo y facil de hacer una reservacion.
46667,4/7/23 20:29,10,se viaja comodo y economico
46668,4/7/23 20:27,10,Ágil y fácil
46669,4/7/23 20:20,10,buen servicio
46670,4/7/23 20:17,9,La página orienta muy bien el paso a paso. Solo no doy el 10 porque el límite de tiempo a veces puede ser estresante cuando tienes que checar varios detalles antes de comprar.
46671,4/7/23 20:16,10,buen servicio
46672,4/7/23 20:13,10,Excelentes precios y muy rápida la compra.
46673,4/7/23 20:11,10,todo bien
46674,4/7/23 20:10,9,facil acceso a reservar
46675,4/7/23 20:00,10,precio
46676,4/7/23 19:57,9,FACIL
46677,4/7/23 19:49,10,Funciona bien
46678,4/7/23 19:49,9,facil acceso y herramientas utiles
46679,4/7/23 19:45,10,por que es muy facil su uso
46680,4/7/23 19:45,10,Excelente
46681,4/7/23 19:41,10,EXCELENTE RESPUESTAS EN NAVEGACION Y MENU AMIGABLE
46682,4/7/23 19:35,10,MUY FACIL COMPRAR
46683,4/7/23 19:26,9,muy buenos
46684,4/7/23 19:21,9,ES MUY PRACTICA Y FACIL DE OPERAR.
46685,4/7/23 19:18,10,DIOS CUIDE VIVAAEROBUS
46686,4/7/23 19:15,10,super
46687,4/7/23 19:15,10,Muy bien
46688,4/7/23 19:13,10,Facil de usar.
46689,4/7/23 19:08,10,Buen servicio
46690,4/7/23 18:54,10,ta facil :)
46691,4/7/23 18:52,10,muy claro y precargados los datos
46692,4/7/23 18:52,10,Buena atencion
46693,4/7/23 18:51,10,todo excelente
46694,4/7/23 18:49,10,"por que la paguna ahora es eficiente, hace un par de meses no se entendia y hacian cargos que no autorizabas."
46695,4/7/23 18:48,10,FACIL DE USAR
46696,4/7/23 18:47,10,"he tenido muy buenas experiencias de viaje con ustedes, gracias siga así, éxito y saludos"
46697,4/7/23 18:45,10,SISTEMA AMIGABLE
46698,4/7/23 18:42,10,Tarifas muy buenas u muy buen servicio.
46699,4/7/23 18:42,10,Facil de Usar
46700,4/7/23 18:42,9,Pagina amigable
46701,4/7/23 18:40,10,Muy buena la página web
46702,4/7/23 18:40,9,SON EXCELENTES NO ME FALLEN EN LA SALIDA OPORTUNA
46703,4/7/23 18:39,10,EASY
46704,4/7/23 18:38,9,Precios accesibles
46705,4/7/23 18:36,10,BUEN SERVICIO
46707,4/7/23 18:28,10,"Muy facil de usar, aunque no me dejo crear mi cuenta como cliente frecuente."
46708,4/7/23 18:18,10,La plataforma es muy clara y fácil de utilizar.
46709,4/7/23 18:17,9,Fácil de usar
46710,4/7/23 18:16,10,POR LO FACIL QUE  ES COMPRAR EN ELLA
46711,4/7/23 18:03,10,Siempre viajo con ustedes porque me gusta el servicio y los precios
46712,4/7/23 17:59,10,ok
46713,4/7/23 17:59,10,BUEN SERVICIO
46714,4/7/23 17:49,10,MUY BIEN ATENDIDO
46715,4/7/23 17:43,10,buena plataforma
46716,4/7/23 17:42,10,EXCELENTE SERVICIO
46717,4/7/23 17:39,10,Excellente muchas gracias!
46718,4/7/23 17:37,10,Fue facil
46719,4/7/23 17:36,10,UN EXCELENTE SERVICIO Y UNA GRAN AEROLINEA
46720,4/7/23 17:30,10,FACIL DE USAR
46721,4/7/23 17:20,9,Buen precio y fácil de usar
46722,4/7/23 17:18,10,FELICIDADES
46723,4/7/23 17:13,10,Porque no son como Volaris que no responden por los retrasos ni cancelaciones.
46724,4/7/23 17:00,9,"Los empleados, en mi experiencia, son amables, mucho más que los de Volaris.No había errores con la página, como con Volaris.¡Todo fácil!"
46725,4/7/23 16:58,9,facil de manejar
46726,4/7/23 16:58,10,todo muy claro
46727,4/7/23 16:54,10,BUEN SERVICIO
46728,4/7/23 16:31,10,VUELOS DIRECTOS
46729,4/7/23 16:29,10,POR LO RAPIDO QUE ES RESERVAR
46730,4/7/23 16:28,10,La información es muy clara
46731,4/7/23 16:14,9,no fue tedioso
46732,4/7/23 16:12,10,Vuelos económicos y buen servicio
46733,4/7/23 16:09,10,facil de manejar
46734,4/7/23 16:03,10,great service
46735,4/7/23 15:57,10,rspido y seguro
46736,4/7/23 15:56,10,Facilidad de compra
46737,4/7/23 15:56,10,facil y rapida
46738,4/7/23 15:47,9,FUUE FACIEL HACER RESERVACION SIN EMBARGO SUGIERO PINER DESDE UHN INICIO YA EL PRECIO ON EL TUA INCLUIDO YA QUE NO ES OPCIONAL
46739,4/7/23 15:34,10,MUY FACIL  Y RAPIDO
46740,4/7/23 15:27,9,"Para ser una aerolinea, es primera vez que veo tan User Friendly. Me pareció barato también"
46741,4/7/23 15:21,10,Muy buena atención vía telefónica y en linea correctamente funcional.
46742,4/7/23 14:46,10,rapida reservacion y precio
46743,4/7/23 14:30,10,Todo claro
46744,4/7/23 14:27,10,muy buena
46745,4/7/23 13:55,9,Comprensible
46746,4/7/23 12:54,9,"Es fácil para comprar el vuelo, un poco insistente en los extras. Les hacen falta mejores extras que llamen la atención"
46747,4/7/23 12:08,9,mepueden mandar mi compra por correo electronico josevalle813@gmail .com
46748,4/7/23 7:52,10,es muy facil comprar los boletos
46749,4/7/23 7:18,10,PUES SI ME A RESULTADO Y NO BATALLO
46750,4/7/23 6:56,9,Sencillo de usar y buena interfaz
46751,4/7/23 6:55,10,Muy buena página Web
46752,4/7/23 6:34,9,RAPIDO Y EFECTIVO
46753,4/7/23 6:27,9,Por que son el costo mas bajo hasta ahora.
46754,4/7/23 6:23,10,EXCELENTE
46755,4/7/23 6:22,9,por las facilidades diverdas de pagos
46756,4/7/23 6:22,10,Muy bonita la página
46757,4/7/23 6:03,10,facil y rapido
46758,4/7/23 5:58,10,por que es bueno
46759,4/7/23 5:49,9,Se trababa mucho y no me dejaba agregar el TUA. Y era confuso con tantos adicionales.
46760,4/7/23 5:40,10,FACIL Y BIEN GUIADA LAS INSTRUCCIONES
46761,4/7/23 5:37,9,"Todo bien, solo que agregan muchos extras."
46762,4/7/23 5:32,10,fácil de usar la página
46763,4/7/23 5:27,10,tod bien
46764,4/7/23 5:19,9,La relación costo - beneficio es muy buena
46765,4/7/23 5:15,10,ES ECONOMICO
46766,4/7/23 5:10,10,Facil uso
46767,4/7/23 5:09,10,GRACIAS
46768,4/7/23 5:04,10,La plataforma es intuitiva y de facil manejo La selección de opciones es ágil
46769,4/7/23 5:01,10,Gracias
46770,4/7/23 5:01,10,Muy bien.
46771,4/7/23 4:50,10,OK
46772,4/7/23 4:44,10,sistema muy amigable
46773,4/7/23 4:38,9,MUCHOS PASOS PARA CONCER EL PRECIO FINAL
46774,4/7/23 4:30,10,Muy facíl de usar
46775,4/7/23 4:27,10,Uso fácil
46776,4/7/23 4:24,10,EXCELENTE SERVICIO
46777,4/7/23 4:24,10,Todo bien
46778,4/7/23 4:21,10,Excelente plataforma! y Hasta el momento muy buen servicio
46779,4/7/23 4:20,10,Facil y rapido
46780,4/7/23 4:18,10,Todo rapido y facil!
46782,4/7/23 4:14,9,Poder eligir las fechas de nacimiento con tecladure. no funcionó.
46783,4/7/23 4:08,10,es facil reservar
46784,4/7/23 4:06,10,genial
46785,4/7/23 3:58,10,ES MUY SENCILLO EL TRAMITE
46786,4/7/23 3:51,10,son muy eficientes
46787,4/7/23 3:36,10,Funciona bien
46788,4/7/23 3:34,9,FACIL DE USAR PARA BUSQUEDA DE VUELOS ESPERO TENER OFERTAS PARA VIAJAAR MAS CON USTEDES
46789,4/7/23 3:24,10,"Su servicio es increible, aunque demasiados pasos"
46790,4/7/23 3:22,10,gracias
46791,4/7/23 3:19,9,Accesible y confiable  😉
46792,4/7/23 3:19,10,EFICIENCIA Y RAPIDEZ
46793,4/7/23 3:16,10,perfecto
46794,4/7/23 3:13,10,muy bueno
46795,4/7/23 3:11,10,SI
46796,4/7/23 3:11,10,muy practica la pagina para escoger los vuelos y hacer la compra corespondiente
46797,4/7/23 3:09,10,Todo Bien :=)
46798,4/7/23 3:06,10,PRACTICO Y SEGURO
46799,4/7/23 3:02,10,FACIL
46800,4/7/23 2:57,10,P0R SER UNA GRAN EMPRESA CON BUENOS PRECIOS Y BUEN SERVICIO
46801,4/7/23 2:41,10,Es muy buena
46802,4/7/23 2:31,10,Despues de estudiar su sitio web pude manejar la compra de sitios.
46803,4/7/23 2:27,9,quisiera que fuera mas facil escoger pesos y Mexico
46804,4/7/23 2:25,10,ES FACIL MUY AMIGABLE
46805,4/7/23 2:01,10,Buen precio
46806,4/7/23 2:01,10,super rapido
46807,4/7/23 1:58,10,excelente
46808,4/7/23 1:56,9,exelente servicio
46809,4/7/23 1:55,10,Excellent service fast and easy to book a flight.
46810,4/7/23 1:27,10,MUY BUEN SERVICIO
46811,4/7/23 1:22,10,Todo muy bien
46812,4/7/23 1:20,10,Es accesible
46813,4/7/23 1:19,10,RAPIDO SERVICIO PARA COMPRAR VUELO
46814,4/7/23 1:07,10,feliz
46815,4/7/23 1:00,9,facil y economico
46816,4/7/23 0:57,10,facil de manejar
46817,4/7/23 0:54,10,accesible
46818,4/7/23 0:52,10,gracias
46819,4/7/23 0:51,10,MUY FACIL DE ACCEDER Y PROCESAR
46820,4/7/23 0:26,9,Una web muy accesible y facil de utilizar
46821,4/7/23 0:26,10,facil y sencillo
46822,4/7/23 0:22,10,bien
46823,4/7/23 0:18,10,"Muchas gracias, iba a comprar en Volaris pero fueron super groseros conmigo porque me equivoque de vuelo y pregunte por opciones de cambio, cancelé y encontré mucho mejores opciones, tiempos y hasta reservé hotel con ustedes, son los mejores!"
46824,4/7/23 0:12,10,me agrada la app
46825,4/7/23 0:11,9,FACIL
46826,4/7/23 0:11,10,TODO MUY RAPIDO
46827,4/7/23 0:10,10,ES SENCILLO HACERLO
46828,4/7/23 0:08,10,facila acceso
46829,4/7/23 0:08,10,TARIFAS UN POCO MAS ECONOMICAS
46830,4/7/23 0:04,10,Excelente srvicio
46831,4/7/23 0:04,10,es muy accesible con sus precios
46832,4/7/23 0:03,10,POR LAS OFERTAS DE VUELO
46833,4/6/23 23:55,10,Facil de reservar y precios accesibles
46834,4/6/23 23:55,9,ES MUY CLARA Y RAPIDA
46835,4/6/23 23:53,9,Facilidad
46836,4/6/23 23:49,10,PORQUE SON LOS MEJORES
46837,4/6/23 23:48,10,BUENOS
46838,4/6/23 23:47,10,ME GUSTA EL SERVICIO
46839,4/6/23 23:47,9,MUY BUEN SERV
46840,4/6/23 23:41,10,"Es facil de entender, rapida y confiable"
46841,4/6/23 23:35,10,RAPIDO Y FACIL DE COMPRAR
46842,4/6/23 23:33,9,eficiernte
46843,4/6/23 23:19,10,es muy fácil de entender y te ayuda a agregar cargos extras si lo requieres más adelante.
46844,4/6/23 23:17,10,por el  buen servicio
46845,4/6/23 23:17,10,toos
46846,4/6/23 23:15,10,PRECIO Y ACCESIBILIDAD
46847,4/6/23 23:14,10,muy agil todo
46848,4/6/23 23:13,10,Fácil de utilizar
46849,4/6/23 23:03,10,exce;ente
46850,4/6/23 23:00,10,facil
46851,4/6/23 22:59,10,Es facil de utillizar
46852,4/6/23 22:57,10,EXCELENTE
46853,4/6/23 22:54,10,EXCELENTE PAGINA. MUY INTERACTIVA Y PRACTICA
46854,4/6/23 22:45,9,Easy to navigate
46855,4/6/23 22:40,9,"Tratar de mantener buenos precios, por que eso hace la diferncia de ustedes con las otras lineas"
46856,4/6/23 22:33,9,Es practico
46857,4/6/23 22:32,9,Dinámica y fácil de usar.
46858,4/6/23 22:29,9,MUY AMIGABLE DE USAR
46859,4/6/23 22:26,10,excelente servicio
46860,4/6/23 22:25,10,Muy rápida y buena
46861,4/6/23 22:22,10,Interface
46862,4/6/23 22:18,9,costo buenos
46863,4/6/23 22:18,10,FACIL
46864,4/6/23 22:10,10,ES MUY RAPIDA LA COMPRA
46865,4/6/23 22:05,10,RAPIDEZ
46866,4/6/23 22:04,10,Fácil
46867,4/6/23 21:57,10,no queda de otra.
46868,4/6/23 21:56,9,buenos precios
46869,4/6/23 21:56,10,Es fácil de usar y no tarda uno tiempo encontrando los detalles
46870,4/6/23 21:50,10,TODO BIEN
46871,4/6/23 21:49,10,"facil, segura , rapido."
46872,4/6/23 21:46,10,muy buen servicio
46873,4/6/23 21:46,10,Muy buna navegacion
46874,4/6/23 21:45,9,Son eficientes
46875,4/6/23 21:44,10,si
46876,4/6/23 21:40,10,bien
46877,4/6/23 21:38,10,CALIDAD SERVICIO Y RAPIDEZ
46878,4/6/23 21:36,10,EXCELENTE
46879,4/6/23 21:32,10,HASTA AHORITA TODO MUY BIEN
46881,4/6/23 21:18,10,por que es muy facil reservar
46882,4/6/23 21:14,9,Todo bien y seguro
46883,4/6/23 21:10,10,PORQUE SIEMPRE HA SALIDO TODO BIEN
46884,4/6/23 21:10,10,SI
46885,4/6/23 21:09,10,PORQUEOBTUVE BUEN PRECIO Y FACILIDAD PARA RESERVAR
46886,4/6/23 21:07,10,Todo muy bien
46887,4/6/23 20:57,10,muy interactiva
46888,4/6/23 20:44,9,Todo fue muy claro solo hay que leer bien personalizé el viaje a mi gusto
46889,4/6/23 20:35,10,La información es precisa y permite hacer la reserva sin inconvenientes
46890,4/6/23 20:35,10,economico
46891,4/6/23 20:32,9,bueno
46892,4/6/23 20:23,9,PORQUE EN CADA CAMBIO QUIEREN FORZOSO AGREGAR UN ADICIONAL Y HASTA CONFUNDEN.
46893,4/6/23 20:20,10,Excelente!!!
46894,4/6/23 20:12,10,es muy practica
46895,4/6/23 20:00,10,buen servicio
46896,4/6/23 19:58,10,por que tienen un gran servicio
46897,4/6/23 19:58,10,"Rapida, eficiente."
46898,4/6/23 19:55,10,BUENOS VUELOS Y
46899,4/6/23 19:47,9,tod bien al momento de mi reservacion
46900,4/6/23 19:46,10,MUY ENTENDIBLE Y FACIL
46902,4/6/23 19:41,9,"Es sencillo, solo si fueran menos pasos seria mejor"
46903,4/6/23 19:40,9,mUY FACIL EL PROCESO
46904,4/6/23 19:40,10,Facil de utilizar
46905,4/6/23 19:38,9,Costo muy accesible y facilidades de pago
46906,4/6/23 19:34,10,muy facil
46907,4/6/23 19:32,10,Todo bien
46908,4/6/23 19:30,10,me encanta viva!!!
46910,4/6/23 19:23,9,ES MUY RAPIDA Y SENCILLA
46911,4/6/23 19:23,9,esta buena la pagina
46912,4/6/23 19:20,10,ME GUSTA
46913,4/6/23 19:20,9,PRECIOS
46914,4/6/23 19:19,9,Por la sencillez de la operación
46915,4/6/23 19:14,10,EXCELENTE
46916,4/6/23 19:09,10,EXCELENTE AEROLINEA
46917,4/6/23 19:06,10,JJJ
46918,4/6/23 18:53,10,MUY BIEN
46919,4/6/23 18:53,10,sencillo y economico
46920,4/6/23 18:42,10,"Muy buena pagina, intuitiva"
46921,4/6/23 18:40,9,"No es un servicio Dinamico, se cancelan las tarifas en ultima hora"
46922,4/6/23 18:35,10,buenos precios y buena experiencia de usuario
46923,4/6/23 18:29,9,excelente pagina
46924,4/6/23 18:27,10,Porque siempre he recibido excelente servicio.
46925,4/6/23 18:25,10,excelente
46926,4/6/23 18:23,10,Fácil de usar
46927,4/6/23 18:16,10,BUENA ATENCION
46928,4/6/23 18:13,10,BUEN PRECIO
46929,4/6/23 18:11,10,nunca he tenido problema espero seguir asi
46930,4/6/23 18:09,10,me gusto lo rapido que es  y sencillo
46931,4/6/23 18:06,10,Fácil de usar y la opción de vuelos multidestino
46932,4/6/23 18:04,10,Todo fácil
46933,4/6/23 17:56,10,FACILIDAD DE NAVEGACION
46934,4/6/23 17:56,10,POR LA AGILIDAD Y SENCILLEZ EN LA PLATAFORMA Y COSTO
46935,4/6/23 17:54,10,MUY AGIL TODO Y SIN TANTOS ENREDOS
46936,4/6/23 17:53,10,Es facil de navegar y los precios son justos
46937,4/6/23 17:46,10,TODO BIEN
46938,4/6/23 17:44,10,Facil de Utilizar
46939,4/6/23 17:43,10,"SIEMPRE ES MUY RAPIDO Y ECONOMICO, YA LO HE RECOMENDADO CON MIS CONOCIDOS"
46940,4/6/23 17:42,10,MUY AMIGABLE
46941,4/6/23 17:40,10,RAPIDA Y CONFIABLE... BUENOS PRECIOS
46942,4/6/23 17:38,9,LA FACILIDAD
46943,4/6/23 17:38,10,Todo esta bien detallado
46944,4/6/23 17:32,9,es facil
46945,4/6/23 17:25,10,"muy bien , gracias"
46946,4/6/23 17:22,9,excelente
46947,4/6/23 17:21,10,LOS MEJORES PRECIOS Y HORARIOS DE VUELO
46948,4/6/23 17:19,9,POR SER PRACTICOS
46949,4/6/23 17:19,10,Precio calidad
46950,4/6/23 17:12,10,muy facil de usar
46951,4/6/23 17:12,10,ES RAPIDO
46952,4/6/23 17:03,10,EXCELENTE
46953,4/6/23 17:03,10,gracias
46954,4/6/23 17:02,10,Excelente servicio.
46955,4/6/23 17:01,9,Nos dan las opciones para mejores vuelos
46956,4/6/23 16:59,10,muy facil de usar e intuitiva
46957,4/6/23 16:55,9,Sencillo de usar
46958,4/6/23 16:50,10,Muy amigable al usuario. Felicidades
46959,4/6/23 16:44,10,Muy rápido y agil el proceso.
46960,4/6/23 16:43,9,rapido y economico y facil de comprar
46961,4/6/23 16:39,10,fácil de entender
46962,4/6/23 16:31,10,practica y veloz
46963,4/6/23 16:28,9,Es muy amena para manejarlo
46965,4/6/23 16:12,10,Muy amigable
46966,4/6/23 16:02,10,Facilidad y pagos a meses
46967,4/6/23 15:44,9,Por sus precios
46968,4/6/23 15:36,9,MUY BIEN
46969,4/6/23 15:35,10,POR SU EXCELENTE SERVICIO
46970,4/6/23 15:32,10,MUY FACIL DE ENTENDER
46971,4/6/23 15:29,9,LA APLICACION ES BUENA
46972,4/6/23 15:18,10,Muy facil
46973,4/6/23 15:08,10,me gusto la pagina
46974,4/6/23 15:01,10,Es facil de usar y tiene muchas opciones
46975,4/6/23 14:55,10,Son muy practicos y la pagina es muy amigable...
46976,4/6/23 14:45,10,Por sus precios
46977,4/6/23 14:38,10,excelente
46978,4/6/23 14:33,10,"todo muy fluido primera vez que compro boletos de viva aerobúsla compra en linea muy buenaveremos después  el check in, vuelo etc...."
46979,4/6/23 14:32,10,MUY BIEN
46980,4/6/23 14:24,10,Se me hizo muy especifica y desglosa todo adecuadamente
46981,4/6/23 14:24,10,Rápido y claro
46983,4/6/23 14:04,10,buen servicio
46985,4/6/23 13:39,10,es facil
46987,4/6/23 13:27,10,el tramite fue sencillo
46988,4/6/23 13:01,10,buena experiencia de compra
46989,4/6/23 11:15,9,SENCILLO DE USAR
46990,4/6/23 11:08,10,Muy buen funcionamiento
46991,4/6/23 10:32,9,accesible
46992,4/6/23 10:15,10,Es bastante fácil encontrar los objetivos que se quieren alcanzar
46993,4/6/23 10:04,10,FANTASTICA
46994,4/6/23 8:22,10,facil acceso
46996,4/6/23 8:18,9,PAGINA AMIGABLE Y FACIL DE USAR
46997,4/6/23 7:27,10,es muy facil el reservar un vuelo
46998,4/6/23 7:26,10,practico
